seed,uti,schedulable
261,2.6,False
568,2.7,False
727,2.9,False
266,2.6,False
727,1.6,True
956,1.6,True
431,2.8,False
325,2.1,False
956,2.9,False
80,2.2,False
321,1.9,False
831,2.6,False
520,2.7,False
925,2.0,False
529,1.6,False
276,1.6,True
568,1.8,False
209,2.3,False
771,2.8,False
529,2.9,False
690,2.6,False
520,1.8,False
690,2.5,False
139,1.8,True
266,1.7,False
68,2.8,False
276,2.9,False
925,2.4,False
80,2.1,False
665,2.3,False
825,2.6,False
202,2.8,False
800,2.1,False
400,1.6,False
400,2.9,False
238,1.6,True
139,2.7,False
825,2.5,False
967,1.9,True
800,2.2,False
831,1.7,False
690,1.7,True
568,2.6,False
238,2.9,False
324,2.2,False
825,1.7,True
324,2.1,False
498,2.4,False
568,1.7,True
209,2.1,True
568,2.5,False
520,2.6,False
210,2.9,False
597,1.8,False
114,1.8,True
498,2.0,False
321,2.3,False
209,2.2,False
727,2.8,False
210,1.6,True
520,2.5,False
597,2.7,False
877,2.9,False
887,2.4,False
956,2.8,False
139,2.5,True
114,2.7,False
887,2.0,True
665,2.1,False
597,2.5,True
877,1.6,False
520,1.7,True
139,2.6,False
587,1.9,False
357,1.8,False
245,1.8,True
114,2.5,False
735,2.9,False
357,2.7,False
139,1.7,False
665,2.2,False
967,2.3,False
597,1.7,True
597,2.6,False
261,2.4,False
114,1.7,True
788,2.9,False
529,2.8,False
357,1.7,True
925,1.9,True
321,2.1,False
245,1.7,True
357,2.5,False
114,2.6,False
587,2.3,False
261,2.0,False
379,2.9,False
967,2.1,False
647,1.8,True
245,2.7,False
925,2.3,False
615,2.9,False
321,2.2,False
498,1.9,True
245,2.5,False
276,2.8,False
266,2.4,False
647,2.7,False
357,2.6,False
795,2.9,False
967,2.2,False
400,2.8,False
498,2.3,False
647,2.5,False
831,2.4,False
587,2.1,False
587,2.2,False
989,2.7,False
888,2.9,False
647,1.7,False
887,1.9,True
989,1.7,True
925,2.1,True
311,1.7,True
887,2.3,False
245,2.6,False
238,2.8,False
81,2.9,False
690,2.4,False
735,1.6,False
266,2.0,False
193,2.9,False
647,2.6,False
210,2.8,False
311,2.7,False
989,2.5,False
616,2.9,False
261,2.3,False
989,2.6,False
498,2.1,False
431,2.7,False
877,2.8,False
825,2.4,False
989,1.8,False
311,1.8,True
788,1.6,True
431,1.8,True
887,2.1,False
925,2.2,False
496,2.9,False
771,2.7,False
831,2.0,False
261,2.1,False
68,2.7,False
379,1.6,False
311,2.5,False
261,1.9,False
309,2.9,False
498,2.2,False
311,2.6,False
431,1.7,False
771,1.7,True
68,1.7,True
690,2.0,False
735,2.8,False
825,2.0,True
266,2.1,False
887,2.2,False
831,2.1,True
431,2.6,False
568,2.4,False
568,2.0,True
431,2.5,False
266,2.3,False
226,2.9,False
771,2.6,False
771,1.8,False
788,2.8,False
202,2.7,False
771,2.5,False
878,2.9,False
690,2.1,False
379,2.8,False
266,1.9,False
68,2.5,False
261,2.2,False
520,2.4,False
727,2.7,False
68,2.6,False
520,2.0,False
202,2.5,False
825,2.1,False
615,2.8,False
68,1.8,False
439,2.9,False
615,1.6,False
202,2.6,False
831,1.9,False
831,2.3,False
93,2.9,False
139,2.4,False
727,2.6,False
